"Flux"	"Abbreviation"	"OfficialName"	"Direction"	"Lower"	"Upper"
575	"ADNt2"	"adenosine transport in via proton symport"	"Irreversible"	0	"None"
178	"ADPT"	"adenine phosphoribosyltransferase"	"Irreversible"	0	"None"
2867	"ADSK"	"adenylyl-sulfate kinase"	"Irreversible"	0	"None"
1077	"ADSL1r"	"adenylsuccinate lyase"	"Reversible"	"None"	"None"
1309	"ADSL2r"	"adenylosuccinate lyase"	"Reversible"	"None"	"None"
3516	"ADSS"	"adenylosuccinate synthase"	"Irreversible"	0	"None"
3577	"AGAT_SC"	"1-Acyl-glycerol-3-phosphate acyltransferase, yeast-specific"	"Irreversible"	0	"None"
1338	"AGPRim"	"N-acetyl-g-glutamyl-phosphate reductase, irreversible, mitochondrial"	"Irreversible"	0	"None"
21737	"AGTi"	"Alanine glyoxylate aminotransferase (irreversible)"	"Irreversible"	0	"None"
1521	"AHCYStm"	"S-adenosyl-L-homocysteine reversible transport, mitochondrial"	"Reversible"	"None"	"None"
3004	"AHCi"	"adenosylhomocysteinase"	"Irreversible"	0	"None"
812	"AHMMPS"	"4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase"	"Irreversible"	0	"None"
1594	"AHSERL"	"O-acetylhomoserine (thiol)-lyase"	"Irreversible"	0	"None"
1595	"AHSERL2"	"O-acetylhomoserine (thiol)-lyase"	"Irreversible"	0	"None"
396	"AICART"	"phosphoribosylaminoimidazolecarboxamide formyltransferase"	"Reversible"	"None"	"None"
1429	"AIRCr"	"phosphoribosylaminoimidazole carboxylase"	"Reversible"	"None"	"None"
496	"AKGDam"	"oxoglutarate dehydrogenase (lipoamide)"	"Reversible"	"None"	"None"
491	"AKGDbm"	"oxoglutarate dehydrogenase (dihydrolipoamide S-succinyltransferase)"	"Irreversible"	0	"None"
1550	"AKGMAL"	"alpha-ketoglutarate/malate transporter"	"Reversible"	"None"	"None"
1954	"AKGt2n"	"2-oxoglutarate nuclear transport via proton symport"	"Reversible"	"None"	"None"
1563	"AKGt2r"	"2-oxoglutarate reversible transport via symport"	"Reversible"	"None"	"None"
15151	"AKGtp"	"AKG transporter, peroxisome"	"Reversible"	"None"	"None"
68	"AKP1"	"alkaline phosphatase (Dihydroneopterin)"	"Irreversible"	0	"None"
1818	"ALASm"	"5-aminolevulinate synthase"	"Irreversible"	0	"None"
299	"ALATA_L"	"L-alanine transaminase"	"Reversible"	"None"	"None"
1465	"ALATA_Lm"	"L-alanine transaminase, mitochondrial"	"Reversible"	"None"	"None"
2919	"ALATRS"	"Alanyl-tRNA synthetase"	"Irreversible"	0	"None"
1357	"ALAt2r"	"L-alanine reversible transport via proton symport"	"Reversible"	"None"	"None"
21740	"ALAtmi"	"Alanine transport from mitochondia to cytoplasm"	"Irreversible"	0	"None"
3073	"ALCD19y"	"alcohol dehydrogenase (glycerol, NADP)"	"Irreversible"	0	"None"
20473	"ALCD22xi"	"aldehyde dehydrogenase (2-methylbutanol, NAD)"	"Irreversible"	0	"None"
20474	"ALCD22xim"	"aldehyde dehydrogenase (2-methylbutanol, NAD), mitochondrial"	"Irreversible"	0	"None"
20475	"ALCD22yi"	"aldehyde dehydrogenase (2-methylbutanol, NADP)"	"Irreversible"	0	"None"
20476	"ALCD23xi"	"aldehyde dehydrogenase (isobutyl alcohol, NAD)"	"Irreversible"	0	"None"
20477	"ALCD23xim"	"aldehyde dehydrogenase (isobutyl alcohol, NAD), mitochondrial"	"Irreversible"	0	"None"
20478	"ALCD23yi"	"aldehyde dehydrogenase (isobutyl alcohol, NADP)"	"Irreversible"	0	"None"
20479	"ALCD24xi"	"aldehyde dehydrogenase (isoamyl alcohol, NAD)"	"Irreversible"	0	"None"
20480	"ALCD24xim"	"aldehyde dehydrogenase (isoamyl alcohol, NAD), mitochondrial"	"Irreversible"	0	"None"
20481	"ALCD24yi"	"aldehyde dehydrogenase (isoamyl alcohol, NADP)"	"Irreversible"	0	"None"
20482	"ALCD25xi"	"aldehyde dehydrogenase (2-phenylethanol, NAD)"	"Irreversible"	0	"None"
20483	"ALCD25xim"	"aldehyde dehydrogenase (2-phenylethanol, NAD), mitochondrial"	"Irreversible"	0	"None"
20484	"ALCD25yi"	"aldehyde dehydrogenase (2-phenylethanol, NADP)"	"Irreversible"	0	"None"
20485	"ALCD26xi"	"aldehyde dehydrogenase (tryptophol, NAD)"	"Irreversible"	0	"None"
20486	"ALCD26xim"	"aldehyde dehydrogenase (tryptophol, NAD), mitochondrial"	"Irreversible"	0	"None"
1211	"ALCD2if"	"alcohol dehydrogenase, forward rxn (ethanol -> acetaldehyde)"	"Irreversible"	0	"None"
1212	"ALCD2ir"	"alcohol dehydrogenase, reverse rxn (acetaldehyde -> ethanol)"	"Irreversible"	0	"None"
1214	"ALCD2irm"	"alcohol dehydrogenase, reverse rxn (acetaldehyde -> ethanol), mitochondrial"	"Irreversible"	0	"None"
247	"ALCD2x"	"alcohol dehydrogenase (ethanol)"	"Reversible"	"None"	"None"
2522	"ALDD19x"	"aldehyde dehydrogenase (phenylacetaldehyde, NAD)"	"Irreversible"	0	"None"
2392	"ALDD20xm"	"aldehyde dehydrogenase (indole-3-acetaldehyde, NAD), mitochondrial"	"Irreversible"	0	"None"
2390	"ALDD20y"	"aldehyde dehydrogenase (indole-3-acetaldehyde, NADP)"	"Irreversible"	0	"None"
3215	"ALDD20ym"	"aldehyde dehydrogenase (indole-3-acetaldehyde, NADP), mitochondrial"	"Irreversible"	0	"None"
20497	"ALDD22x"	"aldehyde dehydrogenase (3-aminopropanal, NAD)"	"Irreversible"	0	"None"
1524	"ALDD2xm"	"aldehyde dehydrogenase (acetylaldehyde, NAD), mitochondrial"	"Irreversible"	0	"None"
249	"ALDD2y"	"aldehyde dehydrogenase (acetaldehyde, NADP)"	"Irreversible"	0	"None"
1525	"ALDD2ym"	"aldehyde dehydrogenase (acetylaldehyde, NADP), mitochondrial"	"Irreversible"	0	"None"
2641	"ALLTAHr"	"Allantoate amidinohydrolase, reversible"	"Reversible"	"None"	"None"
1426	"ALLTNr"	"allantoinase, reversible reaction"	"Reversible"	"None"	"None"
1384	"ALLTNti"	"allantoin irreversible uniport"	"Irreversible"	0	"None"
1385	"ALLTTti"	"allantoate irreversible uniport"	"Irreversible"	0	"None"
3876	"ALPHNH"	"allophanate hydrolase"	"Irreversible"	0	"None"
1652	"AMAOTr"	"adenosylmethionine-8-amino-7-oxononanoate transaminase"	"Reversible"	"None"	"None"
1374	"AMETt2"	"S-adenosyl-L-methionine transport in via proton symport"	"Irreversible"	0	"None"
1520	"AMETtm"	"S-Adenosyl-L-methionine reversible transport, mitochondrial"	"Reversible"	"None"	"None"
3495	"AMID"	"amidase"	"Irreversible"	0	"None"
3664	"AMID2"	"amidase"	"Irreversible"	0	"None"
3666	"AMID3"	"amidase"	"Irreversible"	0	"None"
3569	"AMPDA"	"Adenosine monophosphate deaminase"	"Irreversible"	0	"None"
2927	"AMPN"	"AMP nucleosidase"	"Irreversible"	0	"None"
20515	"AMPtn"	"AMP transport via diffusion (cytosol to nucleus)"	"Reversible"	"None"	"None"
330	"ANPRT"	"anthranilate phosphoribosyltransferase"	"Irreversible"	0	"None"
329	"ANS"	"anthranilate synthase"	"Irreversible"	0	"None"
2802	"AOBUTDs"	"L-2-amino-3-oxobutanoate decarboxylation (spontaneous)"	"Irreversible"	0	"None"
3255	"AP4AHr"	"Ap4A hydrolase, reversible"	"Reversible"	"None"	"None"
2980	"APRTO2"	"N-acetylputrescine: oxygen oxireductase (deaminating)"	"Irreversible"	0	"None"
1356	"ARAB-Dt"	"D-arabinose reversible transport"	"Reversible"	"None"	"None"
2401	"ARAB-Lt"	"L-arabinoase extracellular transport"	"Reversible"	"None"	"None"
19458	"ARAB14LO"	"D-arabinono-1,4-lactone oxidase"	"Reversible"	"None"	"None"
2228	"ARAB1D2"	"D-arabinose 1-dehydrogenase (NADP)"	"Irreversible"	0	"None"
2051	"ARABR"	"arabinose reductase"	"Irreversible"	0	"None"
373	"ARGN"	"arginase"	"Irreversible"	0	"None"
2851	"ARGSL"	"argininosuccinate lyase"	"Reversible"	"None"	"None"
1341	"ARGSSr"	"argininosuccinate synthase, reversible"	"Reversible"	"None"	"None"
1343	"ARGTRS"	"Arginyl-tRNA synthetase"	"Irreversible"	0	"None"
2968	"ARGTRSm"	"Arginyl-tRNA synthetase, mitochondrial"	"Irreversible"	0	"None"
1945	"ARGt2m"	"arginine mitochondrial transport via proton symport"	"Reversible"	"None"	"None"
1358	"ARGt2r"	"L-arganine reversible transport via proton symport"	"Reversible"	"None"	"None"
18733	"ARGt6"	"L-arginine transport in via proton antiport (vacuolar)"	"Irreversible"	0	"None"
2372	"ARMT"	"hnRNP arginine N-methyltransferase"	"Irreversible"	0	"None"
1586	"ASADi"	"aspartate-semialdehyde dehydrogenase, irreversible"	"Irreversible"	0	"None"
3521	"ASNN"	"L-asparaginase"	"Irreversible"	0	"None"
3522	"ASNNe"	"L-asparaginase, extracellular"	"Irreversible"	0	"None"
259	"ASNS1"	"asparagine synthase (glutamine-hydrolysing)"	"Irreversible"	0	"None"
1034	"ASNTRS"	"Asparaginyl-tRNA synthetase"	"Irreversible"	0	"None"
1691	"ASNTRSm"	"asparaginyl-tRNA synthetase, miotchondrial"	"Irreversible"	0	"None"
1940	"ASNt2m"	"asparagine mitochondrial transport via proton transport"	"Reversible"	"None"	"None"
1359	"ASNt2r"	"L-asparagine reversible transport via proton symport"	"Reversible"	"None"	"None"
18737	"ASNt6"	"L-asparagine transport in via proton antiport (vacuolar)"	"Irreversible"	0	"None"
18744	"ASNt7"	"L-asparagine transport out via proton symport, vacuolar"	"Irreversible"	0	"None"
3524	"ASPCT"	"aspartate carbamoyltransferase"	"Irreversible"	0	"None"
20573	"ASPGLU2m"	"Aspartate-glutamate transporter"	"Irreversible"	0	"None"
2231	"ASPGLUtp"	"aspartate-glutamate peroxisomal shuttle"	"Reversible"	"None"	"None"
1585	"ASPKi"	"aspartate kinase, irreversible"	"Irreversible"	0	"None"
7868	"ASPOcm"	"aspartate oxidase"	"Irreversible"	0	"None"
260	"ASPTA"	"aspartate transaminase"	"Reversible"	"None"	"None"
1453	"ASPTAm"	"aspartate transaminase"	"Reversible"	"None"	"None"
1467	"ASPTAp"	"aspartate transaminase, peroxisomal"	"Reversible"	"None"	"None"
1033	"ASPTRS"	"Aspartyl-tRNA synthetase"	"Irreversible"	0	"None"
3001	"ASPTRSm"	"Aspartyl-tRNA synthetase, mitochondrial"	"Irreversible"	0	"None"
1952	"ASPt2m"	"aspartate mitochondrial transport via proton symport"	"Reversible"	"None"	"None"
2237	"ASPt2n"	"aspartate nuclear transport via proton symport"	"Reversible"	"None"	"None"
1360	"ASPt2r"	"L-aspartate reversible transport via proton symport"	"Reversible"	"None"	"None"
20514	"ASPt5n"	"L-aspartate nuclear transport via diffusion"	"Reversible"	"None"	"None"
18740	"ASPt7"	"L-aspartate transport out via proton symport, vacuolar"	"Irreversible"	0	"None"
13921	"ATHRDHr"	"L-allo-threonine dehydrogenase"	"Reversible"	"None"	"None"
3766	"ATP2tp_H"	"AMP/ATP transporter, peroxisomal"	"Irreversible"	0	"None"
2654	"ATPATF1"	"ATP adenylyltransferase"	"Irreversible"	0	"None"
3460	"ATPATF2"	"ATP adenylyltransferase"	"Irreversible"	0	"None"
4135	"ATPATF3"	"ATP adenylyltransferase"	"Irreversible"	0	"None"
13538	"ATPH1"	"ATP diphosphohydrolase"	"Irreversible"	0	"None"
806	"ATPM"	"ATP maintenance requirement"	"Irreversible"	1	1
339	"ATPPRT"	"ATP phosphoribosyltransferase"	"Irreversible"	0	"None"
984	"ATPS"	"ATPase, cytosolic"	"Irreversible"	0	"None"
1458	"ATPS3g"	"ATP synthase, Golgi Apparatus"	"Irreversible"	0	"None"
3187	"ATPS3m"	"ATP synthase, mitochondrial"	"Irreversible"	0	"None"
869	"ATPS3v"	"ATP synthase, vacuole"	"Irreversible"	0	"None"
3756	"ATPtm-H"	"ADP/ATP transporter, mitochondrial"	"Irreversible"	0	"None"
3765	"ATPtp-H"	"ADP/ATP transporter, peroxisomal"	"Irreversible"	0	"None"
5659	"BACCL"	"biotin-[acetyl-CoA-carboxylase] ligase"	"Irreversible"	0	"None"
351	"BPNT"	"3',5'-bisphosphate nucleotidase"	"Irreversible"	0	"None"
661	"BTDD-RR"	"(R,R)-butanediol dehydrogenase"	"Reversible"	"None"	"None"
19448	"BTDt-RR"	"(R,R)-butanediol transport"	"Reversible"	"None"	"None"
3108	"BTNt2i"	"Biotin uptake"	"Irreversible"	0	"None"
1734	"BTSr"	"biotin synthase"	"Reversible"	"None"	"None"
1997	"C14STR"	"C-14 sterol reductase"	"Irreversible"	0	"None"
2007	"C22STDS"	"C-22 sterol desaturase (NADP)"	"Irreversible"	0	"None"
19284	"C22STDSx"	"C-22 sterol desaturase (NAD)"	"Irreversible"	0	"None"
2012	"C24STRer"	"C-s24 sterol reductase, endoplamic reticular"	"Irreversible"	0	"None"
3458	"C3STDH1"	"C-3 sterol dehydrogenase (4-methylzymosterol)"	"Irreversible"	0	"None"
3457	"C3STDH2"	"C-3 sterol dehydrogenase (zymosterol)"	"Irreversible"	0	"None"
2000	"C3STKR1"	"C-3 sterol keto reductase (4-methylzymosterol)"	"Irreversible"	0	"None"
2003	"C3STKR2"	"C-3 sterol keto reductase (zymosterol)"	"Irreversible"	0	"None"
3456	"C4STMO1"	"C-4 sterol methyl oxidase (4,4-dimethylzymosterol)"	"Irreversible"	0	"None"
3455	"C4STMO2"	"C-4 sterol methyl oxidase (4-methylzymosterol)"	"Irreversible"	0	"None"
2006	"C5STDS"	"C-5 sterol desaturase"	"Irreversible"	0	"None"
2005	"C8STI"	"C-8 sterol isomerase"	"Irreversible"	0	"None"
2544	"CAT"	"catalase"	"Irreversible"	0	"None"
3223	"CATp"	"catalase A, peroxisomal"	"Irreversible"	0	"None"
1416	"CBASPtn"	"N-carbomoyl-L-aspartate transport, diffusion"	"Reversible"	"None"	"None"
2852	"CBPS"	"carbamoyl-phosphate synthase (glutamine-hydrolysing)"	"Irreversible"	0	"None"
1275	"CBPtn"	"carbamoyl phosphate nuclear transport via diffusion"	"Reversible"	"None"	"None"
13271	"CCP2m"	"Cytochrome c peroxidase, mitochondrial"	"Irreversible"	0	"None"
3586	"CDPDGPm_SC"	"CDP-diacylglycerol--serine O-phosphatidyltransferae, yeast-specific, mitochondrial"	"Reversible"	"None"	"None"
2266	"CDPtn"	"CDP nuclear transport"	"Reversible"	"None"	"None"
5549	"CER1_24ter"	"ceramide-1 (C24) endoplasmic reticular transport"	"Reversible"	"None"	"None"
5550	"CER1_26ter"	"ceramide-1 (C26) endoplasmic reticular transport"	"Reversible"	"None"	"None"
5552	"CER2_24ter"	"ceramide-2 (C24) endoplasmic reticular transport"	"Reversible"	"None"	"None"
5551	"CER2_26ter"	"ceramide-2 (C26) endoplasmic reticular transport"	"Reversible"	"None"	"None"
5559	"CERASE124er"	"alkaline ceramidase (ceramide-1), endoplasmic reticulum"	"Irreversible"	0	"None"
5560	"CERASE126er"	"alkaline ceramidase (ceramide-1), endoplasmic reticulum"	"Irreversible"	0	"None"
5557	"CERASE224er"	"alkaline ceramidase (ceramide-2), endoplasmic reticulum"	"Irreversible"	0	"None"
5558	"CERASE226er"	"alkaline ceramidase (ceramide-2), endoplasmic reticulum"	"Irreversible"	0	"None"
3402	"CERH124"	"Ceramide-1 hydroxylase (24C)"	"Irreversible"	0	"None"
3404	"CERH126"	"Ceramide-1 hydroxylase (26C)"	"Irreversible"	0	"None"
3671	"CERS124"	"Ceramide-1 synthase (24C)"	"Irreversible"	0	"None"
5545	"CERS124er"	"Ceramide-1 synthase (24C), endoplasmic reticular"	"Irreversible"	0	"None"
3672	"CERS126"	"Ceramide-1 synthase (26C)"	"Irreversible"	0	"None"
5546	"CERS126er"	"Ceramide-1 synthase (26C), endoplasmic reticular"	"Irreversible"	0	"None"
3405	"CERS2'24"	"Ceramide-2' synthase (24C)"	"Irreversible"	0	"None"
3406	"CERS2'26"	"Ceramide-2' synthase (26C)"	"Irreversible"	0	"None"
3668	"CERS224"	"Ceramide-2 synthase (24C)"	"Irreversible"	0	"None"
5547	"CERS224er"	"Ceramide-2 synthase (24C), endoplasmic reticular"	"Irreversible"	0	"None"
3667	"CERS226"	"Ceramide-2 synthase (26C)"	"Irreversible"	0	"None"
5548	"CERS226er"	"Ceramide-2 synthase (26C), endoplasmic reticular"	"Irreversible"	0	"None"
3407	"CERS324"	"Ceramide-3 synthase (24C)"	"Irreversible"	0	"None"
3408	"CERS326"	"Ceramide-3 synthase (26C)"	"Irreversible"	0	"None"
2382	"CHLPCTD"	"choline phosphate cytididyltransferase"	"Irreversible"	0	"None"
3722	"CHLSTI"	"cholestenol delta-isomerase, lumped reaction"	"Irreversible"	0	"None"
3432	"CHLt2"	"choline transport via proton symport"	"Irreversible"	0	"None"
2383	"CHOLK"	"Choline kinase"	"Irreversible"	0	"None"
332	"CHORM"	"chorismate mutase"	"Irreversible"	0	"None"
333	"CHORS"	"chorismate synthase"	"Irreversible"	0	"None"
3000	"CHRPL"	"Chorismate pyruvate lyase"	"Irreversible"	0	"None"
1720	"CHTNDA"	"chitin deacetylase"	"Irreversible"	0	"None"
3663	"CHTNS"	"chitin synthase"	"Irreversible"	0	"None"
1561	"CITt2r"	"citrate reversible transport via symport"	"Reversible"	"None"	"None"
763	"CITtam"	"citrate transport, mitochondrial"	"Reversible"	"None"	"None"
2260	"CITtap"	"citrate/malate antiport into peroxisome"	"Reversible"	"None"	"None"
878	"CITtbm"	"citrate transport, mitochondrial"	"Reversible"	"None"	"None"
2758	"CITtcm"	"citrate transport, mitochondrial"	"Reversible"	"None"	"None"
2258	"CITtcp"	"citrate/isocitrate antiport into peroxisome"	"Reversible"	"None"	"None"
3609	"CLPNSm_SC"	"cardiolipin synthase, yeast-specific, mitochondrial"	"Irreversible"	0	"None"
1570	"CMPN"	"CMP nucleosidase"	"Irreversible"	0	"None"
1296	"CO2t"	"CO2 transporter via diffusion"	"Reversible"	"None"	"None"
2157	"CO2tg"	"CO2 Golgi transport"	"Reversible"	"None"	"None"
2756	"CO2tm"	"CO2 transport (diffusion), mitochondrial"	"Reversible"	"None"	"None"
1278	"CO2tn"	"CO2 nuclear transport via diffusion"	"Reversible"	"None"	"None"
2150	"CO2tp"	"CO2 peroxisomal transport"	"Reversible"	"None"	"None"
2156	"CO2tv"	"CO2 vacuolar transport"	"Reversible"	"None"	"None"
19244	"COAHLp"	"CoA hydrolase (peroxisomal)"	"Irreversible"	0	"None"
15294	"COAtim"	"CoA transporter (mitochondrial), irreversible"	"Irreversible"	0	"None"
1535	"COAtn"	"coenzyme A transport, nuclear"	"Reversible"	"None"	"None"
14225	"COUCOAFm"	"p-coumaroyl-CoA formation"	"Irreversible"	0	"None"
1650	"CPPPGO"	"coproporphyrinogen oxidase (O2 required)"	"Irreversible"	0	"None"
1512	"CRNCARtm"	"carnithine-acetylcarnithine carrier, mitochondrial"	"Irreversible"	0	"None"
3221	"CRNCARtp"	"carnitine-acetylcarnitine carrier, peroxisomal"	"Irreversible"	0	"None"
2971	"CRNt"	"L-carnitine reversible transport"	"Reversible"	"None"	"None"
1518	"CRNtim"	"L-carnitine transport out of mitochondria via diffusion"	"Irreversible"	0	"None"
2166	"CRNtp"	"carnitine transport into peroxsiome"	"Irreversible"	0	"None"
8411	"CSNATm"	"carnitine O-aceyltransferase, mitochondrial"	"Reversible"	"None"	"None"
4168	"CSNATp"	"carnitine O-acetyltransferase, reverse direction, peroxisomal"	"Reversible"	"None"	"None"
4163	"CSNATr"	"carnitine O-acetyltransferase"	"Reversible"	"None"	"None"
3526	"CSND"	"Cytosine deaminase"	"Irreversible"	0	"None"
577	"CSNt2"	"cytosine transport in via proton symport"	"Irreversible"	0	"None"
12	"CSm"	"citrate synthase"	"Irreversible"	0	"None"
2834	"CSp"	"citrate synthase"	"Irreversible"	0	"None"
3571	"CTPS1"	"CTP synthase (NH3)"	"Irreversible"	0	"None"
2696	"CTPS2"	"CTP synthase (glutamine)"	"Irreversible"	0	"None"
20524	"CTPtm"	"CTP/CMP antiport"	"Irreversible"	0	"None"
729	"CYOOm"	"cytochrome c oxidase, mitochondrial"	"Irreversible"	0	"None"
1782	"CYOR_u6m"	"ubiquinol-6 cytochrome c reductase"	"Irreversible"	0	"None"
350	"CYSS"	"cysteine synthase"	"Irreversible"	0	"None"
1592	"CYSTGL"	"cystathionine g-lyase"	"Irreversible"	0	"None"
2870	"CYSTL"	"cystathionine b-lyase"	"Irreversible"	0	"None"
1853	"CYSTLp"	"cystathione b-lyase, peroxisomal"	"Irreversible"	0	"None"
1028	"CYSTRS"	"Cysteinyl-tRNA synthetase"	"Irreversible"	0	"None"
1588	"CYSTS"	"cystathionine beta-synthase"	"Irreversible"	0	"None"
2230	"CYSTtp"	"cystathione peroxisomal transport"	"Reversible"	"None"	"None"
1361	"CYSt2r"	"L-cysteine reversible transport via proton symport"	"Reversible"	"None"	"None"
3527	"CYTD"	"cytidine deaminase"	"Irreversible"	0	"None"
439	"CYTDK2"	"cytidine kinase (GTP)"	"Irreversible"	0	"None"
574	"CYTDt2"	"cytidine transport in via proton symport"	"Irreversible"	0	"None"
184	"CYTK1"	"cytidylate kinase (CMP)"	"Reversible"	"None"	"None"
185	"CYTK2"	"cytidylate kinase (dCMP)"	"Reversible"	"None"	"None"
4630	"D-LACDcm"	"D-lactate dehydrogenase, cytosolic/mitochondrial"	"Irreversible"	0	"None"
1194	"D-LACDm"	"D-lactate dehydrogenase, mitochondrial"	"Irreversible"	0	"None"
2056	"D-LACt2"	"D-lactate transport via proton symport"	"Reversible"	"None"	"None"
19300	"D-LACt2m"	"D-lactate/pyruvate antiport, mitochondrial"	"Reversible"	"None"	"None"
1078	"D-LACtm"	"D-lactate transport, mitochondrial"	"Reversible"	"None"	"None"
3514	"DADA"	"Deoxyadenosine deaminase"	"Irreversible"	0	"None"
183	"DADK"	"deoxyadenylate kinase"	"Reversible"	"None"	"None"
576	"DADNt2"	"deoxyadenosine transport in via proton symport"	"Irreversible"	0	"None"
2267	"DADPtn"	"DADP nuclear transport"	"Reversible"	"None"	"None"
3605	"DAGCPT_SC"	"diacylglycerol cholinephosphotransferase, yeast-specific"	"Irreversible"	0	"None"
3581	"DAGPYP_SC"	"diacylglycerol pyrophosphate phosphatase, yeast-specific"	"Irreversible"	0	"None"
1748	"DANNt2"	"7,8-Diaminononanoate reversible transport via proton symport"	"Reversible"	"None"	"None"
3579	"DASYN_SC"	"CDP-Diacylglycerol synthetase, yeast-specific"	"Reversible"	"None"	"None"
3580	"DASYNm_SC"	"CDP-Diacylglycerol synthetase, yeast-specific, mitochondrial"	"Reversible"	"None"	"None"
118	"DB4PS"	"3,4-Dihydroxy-2-butanone-4-phosphate synthase"	"Irreversible"	0	"None"
3530	"DBTSr"	"dethiobiotin synthase"	"Reversible"	"None"	"None"
2268	"DCDPtn"	"dCDP nuclear transport"	"Reversible"	"None"	"None"
3567	"DCMPDA"	"dCMP deaminase"	"Reversible"	"None"	"None"
3531	"DCTPD"	"dCTP deaminase"	"Irreversible"	0	"None"
3528	"DCYTD"	"deoxycytidine deaminase"	"Irreversible"	0	"None"
578	"DCYTt2"	"deoxycytidine transport in via proton symport"	"Irreversible"	0	"None"
3851	"DDPA"	"3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase"	"Irreversible"	0	"None"
2977	"DDPAm"	"2-deoxy-D-arabino-heptulosonate 7-phosphate synthetase, mitochondrial"	"Irreversible"	0	"None"
3801	"DESAT14"	"Myristicoyl-CoA desaturase (n-C14:0CoA -> n-C14:1CoA)"	"Irreversible"	0	"None"
1901	"DESAT16"	"Palmitoyl-CoA desaturase (n-C16:0CoA -> n-C16:1CoA)"	"Irreversible"	0	"None"
1902	"DESAT18"	"stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA)"	"Irreversible"	0	"None"
3804	"DESAT18_2"	"Oleoyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA)"	"Irreversible"	0	"None"
2269	"DGDPtn"	"dGDP nuclear transport"	"Reversible"	"None"	"None"
1261	"DGGH"	"alpha-D-glucoside glucohydrase"	"Irreversible"	0	"None"
2814	"DGK1"	"deoxyguanylate kinase (dGMP:ATP)"	"Reversible"	"None"	"None"
580	"DGSNt2"	"deoxyguanosine transport in via proton symport"	"Irreversible"	0	"None"
1328	"DHAD1m"	"dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate), mitochondrial"	"Irreversible"	0	"None"
1329	"DHAD2m"	"dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate), mitochondrial"	"Irreversible"	0	"None"
2014	"DHAK"	"dihydroxyacetone kinase"	"Irreversible"	0	"None"
883	"DHAPtm"	"dihydroxyacetone phosphate transport, mitochondrial"	"Irreversible"	0	"None"
1736	"DHFRi"	"dihydrofolate reductase (irreversible)"	"Irreversible"	0	"None"
1735	"DHFRim"	"dihydrofolate reductase, mitochondrial"	"Irreversible"	0	"None"
7825	"DHFS"	"dihydrofolate synthase"	"Irreversible"	0	"None"
1758	"DHFtm"	"dihydrofolate reversible mitochondrial transport"	"Reversible"	"None"	"None"
3693	"DHNPAm"	"dihydroneopterin aldolase"	"Irreversible"	0	"None"
1767	"DHNPTtm"	"dhnpt mitochondrial transport"	"Reversible"	"None"	"None"
20572	"DHORD4i"	"dihydoorotic acid (ubiquinone-6), irreversible"	"Irreversible"	0	"None"
21386	"DHORDfum"	"Fumarate dependent DHORD"	"Irreversible"	0	"None"
20571	"DHORDi"	"dihydoorotic acid dehydrogenase (irreversible)"	"Irreversible"	0	"None"
444	"DHORTS"	"dihydroorotase"	"Reversible"	"None"	"None"
1826	"DHPSm"	"dihydropteroate synthase, mitochondrial"	"Irreversible"	0	"None"
2399	"DHPTtm"	"Dihydropteroate mitochondrial transport via diffusion"	"Reversible"	"None"	"None"
2859	"DHQS"	"3-dehydroquinate synthase"	"Irreversible"	0	"None"
1386	"DHQTi"	"3-dehydroquinate dehydratase, irreversible"	"Irreversible"	0	"None"
3488	"DIAT"	"diamine transaminase"	"Irreversible"	0	"None"
587	"DINSt2"	"deoxyinosine transport in via proton symport"	"Irreversible"	0	"None"
3493	"DIPS"	"diphthine synthase"	"Irreversible"	0	"None"
1984	"DKMPPD2"	"2,3-diketo-5-methylthio-1-phosphopentane degradation reaction"	"Irreversible"	0	"None"
108	"DMATT"	"dimethylallyltranstransferase"	"Irreversible"	0	"None"
1832	"DNMPPA"	"Dihydroneopterin monophosphate dephosphorylase"	"Irreversible"	0	"None"
1831	"DNTPPA"	"Dihydroneopterin triphosphate pyrophosphatase"	"Irreversible"	0	"None"
3068	"DOLK"	"Dolichol kinase"	"Irreversible"	0	"None"
2013	"DOLPMMer"	"Dolichyl-phosphate-mannose--protein mannosyltransferase, endoplasmic reticular"	"Irreversible"	0	"None"
3685	"DOLPMTcer"	"Dolichyl-phosphate D-mannosyltransferase"	"Irreversible"	0	"None"
2247	"DOLPt2er"	"dolichol phosphate endoplasmic reticular transport via proton symport"	"Reversible"	"None"	"None"
2790	"DPCOAK"	"dephospho-CoA kinase"	"Irreversible"	0	"None"
1744	"DPCOAKm"	"dephospho-CoA kinase, mitochondrial"	"Irreversible"	0	"None"
3110	"DPGM"	"Diphosphoglyceromutase"	"Reversible"	"None"	"None"
106	"DPMVD"	"diphosphomevalonate decarboxylase"	"Irreversible"	0	"None"
81	"DPR"	"2-dehydropantoate 2-reductase"	"Irreversible"	0	"None"
3024	"DPRm"	"2-dehydropantoate 2-reductase, mitochondrial"	"Irreversible"	0	"None"
2023	"DRBK"	"Deoxyribokinase"	"Irreversible"	0	"None"
